Book,Chapter,Verse,CatchWord,NoteText,NoteType
II Kings,13,6,walked,Heb. he walked,literal
II Kings,13,6,remained,Heb. stood,literal
II Kings,13,9,Joash,"also called, Jehoash",alternate
II Kings,13,16,Put thine...,Heb. Make thine hand to ride,literal
II Kings,13,21,was...,Heb. went down,literal
II Kings,13,23,presence,Heb. face,literal
II Kings,13,25,took...,Heb. returned and took,literal
II Kings,14,7,Selah,"or, the rock",alternate
II Kings,14,10,at home,Heb. at thy house,literal
II Kings,14,12,put...,Heb. smitten,literal
II Kings,14,21,Azariah,"also called, Uzziah",alternate
II Kings,15,1,Azariah,"also called, Uzziah",alternate
II Kings,15,13,Uzziah,Gr. Ozias,alternate
II Kings,15,13,a full...,Heb. a month of days,literal
II Kings,15,20,exacted,Heb. caused to come forth,literal
II Kings,16,6,from Elath,Heb. from Eloth,literal
II Kings,16,9,Damascus,Heb. Dammesek,literal
II Kings,16,10,Damascus,Heb. Dammesek,literal
II Kings,16,13,his peace offerings,Heb. the peace offerings which were his,literal
II Kings,17,3,gave,Heb. rendered,literal
II Kings,17,3,presents,"or, tribute",alternate
II Kings,17,4,present,"or, tribute",alternate
II Kings,17,10,images,Heb. statues,literal
II Kings,17,13,by,Heb. by the hand of,literal
II Kings,17,33,whom...,"or, who carried them away from thence",alternate
II Kings,18,1,Hezekiah,he is called Ezekias,alternate
II Kings,18,2,Abi,"also called, Abijah",alternate
II Kings,18,4,images,Heb. statues,literal
II Kings,18,4,Nehushtan,"that is, A piece of brass",alternate
II Kings,18,6,from...,Heb. from after him,literal
II Kings,18,8,Gaza,Heb. Azzah,literal
II Kings,18,13,Sennacherib,Heb. Sanherib,literal
II Kings,18,16,it,Heb. them,literal
II Kings,18,17,great,Heb. heavy,literal
II Kings,18,18,scribe,"or, secretary",alternate
II Kings,18,20,sayest,"or, talkest",alternate
II Kings,18,20,vain...,Heb. word of the lips,literal
II Kings,18,20,I have...,"or, but counsel and strength are for the war",alternate
II Kings,18,21,trustest,Heb. trustest thee,literal
II Kings,18,23,pledges,"or, hostages",alternate
II Kings,18,27,their own piss,Heb. the water of their feet,literal
II Kings,18,31,Make...,"or, Seek my favour: Heb. Make with me a blessing",mixed
II Kings,18,31,cistern,"or, pit",alternate
II Kings,18,32,persuadeth,"or, deceiveth",alternate
II Kings,19,3,blasphemy,"or, provocation",alternate
II Kings,19,4,left,Heb. found,literal
II Kings,19,18,cast,Heb. given,literal
II Kings,19,23,By,Heb. By the hand of,literal
II Kings,19,23,tall...,"Heb. tallness, etc",literal
II Kings,19,23,of his Carmel,"or, and his fruitful field",alternate
II Kings,19,24,besieged,"or, fenced",alternate
II Kings,19,25,long...,"or, how I have made it long ago, and formed it of ancient times? should I now bring it to be laid waste, and fenced cities to be ruinous heaps?",alternate
II Kings,19,26,of small...,Heb. short of hand,literal
II Kings,19,27,abode,"or, sitting",alternate
II Kings,19,30,remnant...,Heb. escaping of the house of Judah that remaineth,literal
II Kings,19,31,they...,Heb. the escaping,literal
II Kings,19,37,Armenia,Heb. Ararat,literal
II Kings,20,1,Set...,Heb. Give charge concerning thine house,literal
II Kings,20,3,sore,Heb. with a great weeping,literal
II Kings,20,4,court,"or, city",alternate
II Kings,20,11,dial,Heb. degrees,literal
II Kings,20,12,Berodach–baladan,"or, Merodach–baladan",alternate
II Kings,20,13,precious things,"or, spicery",alternate
II Kings,20,13,armour,"or, jewels: Heb. vessels",mixed
II Kings,20,19,Is it...,"or, Shall there not be peace and truth, etc",alternate
II Kings,21,13,wiping...,Heb. he wipeth and turneth it upon the face thereof,literal
II Kings,21,16,from...,Heb. from mouth to mouth,literal
II Kings,21,26,Josiah,Gr. Josias,alternate
II Kings,22,4,door,Heb. threshold,literal
II Kings,22,9,gathered,Heb. melted,literal
II Kings,22,12,Achbor,"or, Abdon",alternate
II Kings,22,12,Michaiah,"or, Micah",alternate
II Kings,22,14,wardrobe,Heb. garments,literal
II Kings,22,14,in the...,"or, in the second part",alternate
II Kings,23,2,both...,Heb. from small even unto great,literal
II Kings,23,5,put...,Heb. caused to cease,literal
II Kings,23,5,idolatrous...,Heb. Chemarim,literal
II Kings,23,5,planets,"or, twelve signs or, constellations",alternate
II Kings,23,7,hangings,Heb. houses,literal
II Kings,23,11,chamberlain,"or, eunuch, or, officer",alternate
II Kings,23,12,brake...,"or, ran from thence",alternate
II Kings,23,13,the mount...,"that is, the mount of Olives",alternate
II Kings,23,14,images,Heb. statues,literal
II Kings,23,18,bones alone,Heb. bones to escape,literal
II Kings,23,20,slew,"or, sacrificed",alternate
II Kings,23,24,images,"or, teraphim",alternate
II Kings,23,26,provocations,Heb. angers,literal
II Kings,23,31,Jehoahaz,"also called, Shallum",alternate
II Kings,23,33,that...,"or, because he reigned",alternate
II Kings,23,33,put the...,Heb. set a fine upon the land,literal
II Kings,24,2,by,Heb. by the hand of,literal
II Kings,24,8,Jehoiachin,also called Jeconiah and Coniah,alternate
II Kings,24,10,was...,Heb. came into siege,literal
II Kings,24,12,officers,"or, eunuchs",alternate
II Kings,24,12,his reign,"<transChange type=""amplified"">Nebuchadnezzar’s eighth year</transChange>",alternate
II Kings,24,15,officers,"or, eunuchs",alternate
II Kings,25,6,gave...,Heb. spake judgment with him,literal
II Kings,25,7,put...,Heb. made blind,literal
II Kings,25,8,captain...,"or, chief marshal",alternate
II Kings,25,11,fugitives,Heb. fallen away,literal
II Kings,25,16,one...,Heb. the one sea,literal
II Kings,25,18,door,Heb. threshold,literal
II Kings,25,19,officer,"or, eunuch",alternate
II Kings,25,19,were in...,Heb. saw the king’s face,literal
II Kings,25,19,principal...,"or, scribe of the captain of the host",alternate
II Kings,25,25,royal,Heb. of the kingdom,literal
II Kings,25,28,kindly...,Heb. good things with him,literal
I Chronicles,1,6,Riphath,"or, Diphath as it is in some copies",alternate
I Chronicles,1,7,Dodanim,"or, Rodanim, according to some copies",alternate
I Chronicles,1,17,Meshech,"or, Mash",alternate
I Chronicles,1,19,Peleg,"that is, division",alternate
I Chronicles,1,30,Hadad,"also called, Hadar",alternate
I Chronicles,1,36,Zephi,"or, Zepho",alternate
I Chronicles,1,39,Homam,"or, Hemam",alternate
I Chronicles,1,40,Alian,"also called, Alvan",alternate
I Chronicles,1,40,Shephi,"also called, Shepho",alternate
I Chronicles,1,41,Amram,"or, Hemdan",alternate
I Chronicles,1,42,Jakan,"or, Akan",alternate
I Chronicles,1,50,Hadad,"or, Hadar",alternate
I Chronicles,1,50,Pai,"or, Pau",alternate
I Chronicles,2,1,Israel,"or, Jacob",alternate
I Chronicles,2,6,Zimri,"or, Zabdi",alternate
I Chronicles,2,6,Dara,"or, Darda",alternate
I Chronicles,2,7,Achar,"or, Achan",alternate
I Chronicles,2,9,Ram,Gr. Aram,alternate
I Chronicles,2,9,Chelubai,"or, Caleb",alternate
I Chronicles,2,11,Salma,"also called, Salmon",alternate
I Chronicles,2,13,Shimma,"or, Shammah",alternate
I Chronicles,2,17,Jether...,"also called, Ithra an Israelite",alternate
I Chronicles,2,21,married,Heb. took,literal
I Chronicles,2,50,Ephratah,"also called, Ephreth",alternate
I Chronicles,2,52,Haroeh,"or, Reaiah",alternate
I Chronicles,2,52,half...,"or, half of the Menuchites, or, Hatsi–ham–menuchoth",alternate
I Chronicles,2,54,Ataroth...,"or, Atarites, or, crowns of the house of Joab",alternate
I Chronicles,3,1,Daniel,"or, Chileab",alternate
I Chronicles,3,5,Shimea,"or, Shammua",alternate
I Chronicles,3,5,Bath–shua,"or, Bath–sheba",alternate
I Chronicles,3,5,Ammiel,"or, Eliam",alternate
I Chronicles,3,6,Elishama,"also called, Elishua",alternate
I Chronicles,3,8,Eliada,"or, Beeliada",alternate
I Chronicles,3,10,Abia,"or, Abijam",alternate
I Chronicles,3,11,Ahaziah,"or, Azariah",alternate
I Chronicles,3,12,Azariah,"or, Uzziah",alternate
I Chronicles,3,15,Johanan,"or, Jehoahaz",alternate
I Chronicles,3,15,Jehoiakim,"or, Eliakim",alternate
I Chronicles,3,15,Zedekiah,"or, Mattaniah",alternate
I Chronicles,3,16,Jeconiah,"also called, Jehoiachin or Coniah",alternate
I Chronicles,3,17,Salathiel,Heb. Shealtiel,literal
I Chronicles,3,23,Hezekiah,Heb. Hiskijah,literal
I Chronicles,4,1,Carmi,"also called, Chelubai or Caleb",alternate
I Chronicles,4,2,Reaiah,"or, Haroeh",alternate
I Chronicles,4,9,Jabez,"that is, Sorrowful",alternate
I Chronicles,4,10,Oh...,"Heb. If thou wilt, etc",literal
I Chronicles,4,10,keep...,Heb. do me,literal
I Chronicles,4,12,Ir–nahash,"or, the city of Nahash",alternate
I Chronicles,4,13,Hathath...,"or, Hathath, and Meonothai, who begat, etc",alternate
I Chronicles,4,14,valley,"or, inhabitants of the valley",alternate
I Chronicles,4,14,Charashim,"that is, craftsmen",alternate
I Chronicles,4,14,Hathath...,"or, Hathath, and Meonothai, who begat, etc",alternate
I Chronicles,4,15,even Kenaz,"or, Uknaz",alternate
I Chronicles,4,18,Jehudijah,"or, the Jewess",alternate
I Chronicles,4,19,Hodiah,"or, Jehudijah, mentioned before",alternate
I Chronicles,4,24,Nemuel,"or, Jemuel",alternate
I Chronicles,4,24,"Jarib, Zerah","or, Jachin Zohar",alternate
I Chronicles,4,27,like...,Heb. unto,literal
I Chronicles,4,29,Bilhah,"or, Balah",alternate
I Chronicles,4,29,Tolad,"or, Eltolad",alternate
I Chronicles,4,31,Hazar–susim,"or, Hazar–susah",alternate
I Chronicles,4,32,Etam,"or, Ether",alternate
I Chronicles,4,33,Baal,"or, Baalath–beer",alternate
I Chronicles,4,33,their genealogy,"or, as they divided themselves by nations among them",alternate
I Chronicles,4,38,mentioned,Heb. coming,literal
I Chronicles,5,2,chief...,"or, prince",alternate
I Chronicles,5,6,Tilgath–pilneser,"also called, Tiglath–pileser",alternate
I Chronicles,5,8,Shema,"or, Shemaiah",alternate
I Chronicles,5,10,throughout...,Heb. upon all the face of the east,literal
I Chronicles,5,16,their...,Heb. their goings forth,literal
I Chronicles,5,18,valiant...,Heb. sons of valour,literal
I Chronicles,5,21,took...,Heb. led captive,literal
I Chronicles,5,21,men,Heb. souls of men,literal
I Chronicles,5,24,famous...,Heb. men of names,literal
I Chronicles,6,1,Gershon,"or, Gershom",alternate
I Chronicles,6,10,in the temple,Heb. in the house,literal
I Chronicles,6,12,Shallum,"or, Meshullam",alternate
I Chronicles,6,16,Gershom,"or, Gershon",alternate
I Chronicles,6,21,Joah,"or, Ethan",alternate
I Chronicles,6,21,Iddo,"or, Adaiah",alternate
I Chronicles,6,21,Jeaterai,"also called, Ethni",alternate
I Chronicles,6,22,Amminadab,"or, Izhar",alternate
I Chronicles,6,26,Zophai,"or, Zuph",alternate
I Chronicles,6,28,Vashni,called also Joel,alternate
I Chronicles,6,33,waited,Heb. stood,literal
I Chronicles,6,44,Kishi,"or, Kushaiah",alternate
I Chronicles,6,58,Hilen,"or, Holon",alternate
I Chronicles,6,59,Ashan,"or, Ain",alternate
I Chronicles,6,60,Alemeth,"or, Almon",alternate
I Chronicles,7,12,Ir,"or, Iri",alternate
I Chronicles,7,12,Aher,"or, Ahiram",alternate
I Chronicles,7,27,Non,"or, Nun",alternate
I Chronicles,7,27,Jehoshua,"or, Joshua",alternate
I Chronicles,7,28,towns,Heb. daughters,literal
I Chronicles,7,28,unto Gaza,"or, Adassa",alternate
I Chronicles,7,29,towns,Heb. daughters,literal
I Chronicles,8,3,Addar,"or, Ard",alternate
I Chronicles,8,5,Shephuphan,"or, Shupham",alternate
I Chronicles,8,21,Shimhi,"or, Shema",alternate
I Chronicles,8,29,father...,also called Jehiel,alternate
I Chronicles,8,31,Zacher,"or, Zechariah",alternate
I Chronicles,8,32,Shimeah,"or, Shimeam",alternate
I Chronicles,8,33,Abinadab,"also called, Ishui",alternate
I Chronicles,8,33,Esh–baal,"or, Ish–bosheth",alternate
I Chronicles,8,34,Merib–baal,"or, Mephibosheth",alternate
I Chronicles,8,35,Tarea,"or, Tahrea",alternate
I Chronicles,8,36,Jehoadah,"also called, Jarah",alternate
I Chronicles,8,37,Rapha,"also called, Rephaiah",alternate
I Chronicles,9,11,Azariah,"also called, Seraiah",alternate
I Chronicles,9,13,very...,Heb. mighty men of valour,literal
I Chronicles,9,19,gates,Heb. thresholds,literal
I Chronicles,9,22,did...,Heb. founded,literal
I Chronicles,9,22,set...,"or, trust",alternate
I Chronicles,9,26,set...,"or, trust",alternate
I Chronicles,9,26,chambers,"or, storehouses",alternate
I Chronicles,9,28,bring...,"Heb. bring them in by tale, and carry them out by tale",literal
I Chronicles,9,29,instruments,"or, vessels",alternate
I Chronicles,9,31,set...,"or, trust",alternate
I Chronicles,9,31,in...,"or, on flat plates, or, slices",alternate
I Chronicles,9,32,shewbread,Heb. bread of ordering,literal
I Chronicles,9,33,they...,Heb. upon them,literal
I Chronicles,10,1,slain,"or, wounded",alternate
I Chronicles,10,2,Abinadab,"also called, Ishui",alternate
I Chronicles,10,3,and the archers,Heb. and the shooters with bows,literal
I Chronicles,10,3,hit,Heb. found,literal
I Chronicles,10,4,abuse me,"or, mock me",alternate
I Chronicles,10,13,committed,Heb. transgressed,literal
I Chronicles,10,14,Jesse,Heb. Isai,literal
I Chronicles,11,2,in time...,Heb. both yesterday and the third day,literal
I Chronicles,11,2,feed,"or, rule",alternate
I Chronicles,11,3,by,Heb. by the hand of,literal
I Chronicles,11,6,chief,Heb. head,literal
I Chronicles,11,7,it,"that is, Zion",alternate
I Chronicles,11,8,repaired,Heb. revived,literal
I Chronicles,11,9,waxed...,Heb. went in going and increasing,literal
I Chronicles,11,10,strengthened...,"or, held strongly with him",alternate
I Chronicles,11,11,an Hachmonite,"or, son of Hachmoni",alternate
I Chronicles,11,13,Pas–dammim,"also called, Ephes–dammim",alternate
I Chronicles,11,14,set...,"or, stood",alternate
I Chronicles,11,14,deliverance,"or, salvation",alternate
I Chronicles,11,15,three...,"or, three captains over the thirty",alternate
I Chronicles,11,19,that have...,Heb. with their lives?,literal
I Chronicles,11,22,who had...,Heb. great of deeds,literal
I Chronicles,11,23,great...,Heb. measure,literal
I Chronicles,11,27,Shammoth,"or, Shammah",alternate
I Chronicles,11,27,Harorite,"or, Harodite",alternate
I Chronicles,11,27,Pelonite,"or, Paltite",alternate
I Chronicles,11,29,Sibbecai,"or, Mebunnai",alternate
I Chronicles,11,29,Ilai,"or, Zalmon",alternate
I Chronicles,11,30,Heled,"or, Heleb",alternate
I Chronicles,11,32,Hurai,"or, Hiddai",alternate
I Chronicles,11,32,Abiel,"or, Abi–albon",alternate
I Chronicles,11,34,Hashem,"or, Jashen",alternate
I Chronicles,11,35,Sacar,"or, Sharar",alternate
I Chronicles,11,35,Eliphal,"or, Eliphelet",alternate
I Chronicles,11,35,Ur,"or, Ahasbai",alternate
I Chronicles,11,37,Hezro,or Hezrai,alternate
I Chronicles,11,37,Naarai,or Paarai the Arbite,alternate
I Chronicles,11,38,the son...,"or, the Haggerite",alternate
I Chronicles,11,45,son...,"or, Shimrite",alternate
I Chronicles,12,1,while...,Heb. being yet shut up,literal
I Chronicles,12,3,Shemaah,"or, Hasmaah",alternate
I Chronicles,12,8,of war,Heb. of the host,literal
I Chronicles,12,8,as swift...,Heb. as the roes upon the mountains to make haste,literal
I Chronicles,12,14,one...,"or, one that was least could resist an hundred, and the greatest a thousand",alternate
I Chronicles,12,15,overflown,Heb. filled over,literal
I Chronicles,12,17,to meet...,Heb. before them,literal
I Chronicles,12,17,be knit,Heb. be one,literal
I Chronicles,12,17,wrong,"or, violence",alternate
I Chronicles,12,18,came...,Heb. clothed,literal
I Chronicles,12,19,to the...,Heb. on our heads,literal
I Chronicles,12,21,against...,"or, with a band",alternate
I Chronicles,12,23,bands,"or, captains, or, men: Heb. heads",mixed
I Chronicles,12,24,armed,"or, prepared",alternate
I Chronicles,12,29,kindred,Heb. brethren,literal
I Chronicles,12,29,the greatest...,Heb. a multitude of them,literal
I Chronicles,12,30,famous,Heb. men of names,literal
I Chronicles,12,33,expert...,"or, rangers of battle, or, ranged in battle",alternate
I Chronicles,12,33,keep...,"or, set the battle in array",alternate
I Chronicles,12,33,not...,Heb. without a heart and a heart,literal
I Chronicles,12,36,expert,"or, keeping their rank",alternate
I Chronicles,12,40,meat...,"or, victual of meal",alternate
I Chronicles,13,2,send...,Heb. break forth and send,literal
I Chronicles,13,2,in their...,Heb. in the cities of their suburbs,literal
I Chronicles,13,3,bring...,Heb. bring about,literal
I Chronicles,13,7,carried...,Heb. made the ark to ride,literal
I Chronicles,13,8,singing,Heb. songs,literal
I Chronicles,13,9,Chidon,also called Nachon,alternate
I Chronicles,13,9,stumbled,"or, shook it",alternate
I Chronicles,13,11,Perez–uzza,"that is, The breach of Uzza",alternate
I Chronicles,13,13,brought,Heb. removed,literal
I Chronicles,14,3,more,Heb. yet,literal
I Chronicles,14,7,Beeliada,"also called, Eliada",alternate
I Chronicles,14,11,Baal–perazim,"that is, A place of breaches",alternate
I Chronicles,14,16,Gibeon,"also called, Geba",alternate
I Chronicles,15,2,None...,"Heb. It is not to carry the ark of God, but for the Levites",literal
I Chronicles,15,5,brethren,"or, kinsmen",alternate
I Chronicles,15,21,on the...,"or, on the eighth to oversee",alternate
I Chronicles,15,22,was for...,"or, was for the carriage: he instructed about the carriage",alternate
I Chronicles,15,22,song,Heb. lifting up,literal
I Chronicles,15,27,song,"or, carriage",alternate
I Chronicles,16,5,with psalteries...,Heb. with instruments of psalteries and harps,literal
I Chronicles,16,18,the lot,Heb. the cord,literal
I Chronicles,16,19,"few, even","Heb. men of number, etc",literal
I Chronicles,16,40,morning...,"Heb. in the morning, and in the evening",literal
I Chronicles,16,42,porters,Heb. for the gate,literal
I Chronicles,17,5,have gone,Heb. have been,literal
I Chronicles,17,7,from following,Heb. from after,literal
I Chronicles,17,19,great...,Heb. greatnesses,literal
I Chronicles,17,25,hast...,Heb. hast revealed the ear of thy servant,literal
I Chronicles,17,27,let...,"or, it hath pleased thee",alternate
I Chronicles,18,3,Hadarezer,"or, Hadadezer",alternate
I Chronicles,18,4,seven...,"or, seven hundred",alternate
I Chronicles,18,5,Damascus,Heb. Darmesek,literal
I Chronicles,18,8,Tibhath...,"called in the book of Samuel Betah, and Berothai",alternate
I Chronicles,18,9,Tou,"also called, Toi",alternate
I Chronicles,18,10,Hadoram,"also called, Joram",alternate
I Chronicles,18,10,to enquire...,"or, to salute",alternate
I Chronicles,18,10,to congratulate,Heb. to bless,literal
I Chronicles,18,10,had war,Heb. was the man of wars,literal
I Chronicles,18,12,Abishai,Heb. Abshai,literal
I Chronicles,18,15,recorder,"or, remembrancer",alternate
I Chronicles,18,16,Abimelech,"also called, Ahimelech",alternate
I Chronicles,18,16,Shavsha,also called Seraiah or Shisha,alternate
I Chronicles,18,17,about...,Heb. at the hand of the king,literal
I Chronicles,19,3,Thinkest...,"Heb. In thine eyes doth David, etc",literal
I Chronicles,19,6,odious,Heb. to stink,literal
I Chronicles,19,10,the battle...,Heb. the face of the battle was,literal
I Chronicles,19,10,choice,"or, young men",alternate
I Chronicles,19,11,Abishai,Heb. Abshai,literal
I Chronicles,19,16,river,"that is, Euphrates",alternate
I Chronicles,19,16,Shophach,"also called, Shobach",alternate
I Chronicles,20,1,after...,Heb. at the return of the year,literal
I Chronicles,20,2,to weigh,Heb. the weight of,literal
I Chronicles,20,4,arose,"or, continued: Heb. stood",mixed
I Chronicles,20,4,Gezer,"also called, Gob",alternate
I Chronicles,20,4,Sippai,"also called, Saph",alternate
I Chronicles,20,4,the giant,"or, Rapha",alternate
I Chronicles,20,5,Jair,"also called, Jaare–oregim",alternate
I Chronicles,20,6,great...,Heb. measure,literal
I Chronicles,20,6,the son...,"Heb. born to the giant, or, Rapha",mixed
I Chronicles,20,7,defied,"or, reproached",alternate
I Chronicles,20,7,Shimea,also called Shammah,alternate
I Chronicles,21,7,And...,Heb. And it was evil in the eyes of the <divineName>Lord</divineName> concerning this thing,literal
I Chronicles,21,10,offer,Heb. stretch out,literal
I Chronicles,21,11,Choose...,Heb. Take to thee,literal
I Chronicles,21,13,very great,"or, very many",alternate
I Chronicles,21,15,Ornan,"also called, Araunah",alternate
I Chronicles,21,20,And Ornan...,"or, When Ornan turned back and saw the angel, then he and his four sons with him hid themselves",alternate
I Chronicles,21,22,Grant,Heb. Give,literal
I Chronicles,22,9,Solomon,"that is, Peaceable",alternate
I Chronicles,22,14,trouble,"or, poverty",alternate
I Chronicles,22,15,workers...,"that is, masons and carpenters",alternate
I Chronicles,23,4,set...,"or, oversee",alternate
I Chronicles,23,6,courses,Heb. divisions,literal
I Chronicles,23,7,Laadan,"or, Libni",alternate
I Chronicles,23,10,Zina,"or, Zizah",alternate
I Chronicles,23,11,had...,Heb. did not multiply sons,literal
I Chronicles,23,16,Shebuel,"also called, Shubael",alternate
I Chronicles,23,17,the chief,"or, the first",alternate
I Chronicles,23,17,very many,Heb. highly multiplied,literal
I Chronicles,23,18,Shelomith,"also called, Shelomoth",alternate
I Chronicles,23,22,brethren,"or, kinsmen",alternate
I Chronicles,23,25,that...,"or, and he dwelleth in Jerusalem, etc",alternate
I Chronicles,23,27,numbered,Heb. number,literal
I Chronicles,23,28,their...,Heb. their station was at the hand of the sons of Aaron,literal
I Chronicles,23,29,pan,"or, flat plate",alternate
I Chronicles,24,6,principal...,Heb. house of the father,literal
I Chronicles,24,20,Shubael,"also called, Shebuel",alternate
I Chronicles,24,22,Shelomoth,"also called, Shelomith",alternate
I Chronicles,25,2,Asarelah,otherwise called Jesharelah,alternate
I Chronicles,25,2,according...,Heb. by the hands of the king,literal
I Chronicles,25,3,Zeri,"or, Izri",alternate
I Chronicles,25,4,Uzziel,"also called, Azareel",alternate
I Chronicles,25,4,Shebuel,"also called, Shubael",alternate
I Chronicles,25,5,words,"or, matters",alternate
I Chronicles,25,6,according...,Heb. by the hands of the king,literal
I Chronicles,26,1,Meshelemiah,"also called, Shelemiah",alternate
I Chronicles,26,1,Asaph,"also called, Ebiasaph",alternate
I Chronicles,26,5,him,"that is, Obed–edom",alternate
I Chronicles,26,13,as well...,"or, as well for the small as for the great",alternate
I Chronicles,26,14,Shelemiah,also called Meshelemiah,alternate
I Chronicles,26,15,Asuppim,Heb. gatherings,literal
I Chronicles,26,20,dedicated...,Heb. holy things,literal
I Chronicles,26,21,Laadan,"also called, Libni",alternate
I Chronicles,26,21,Jehieli,"also called, Jehiel",alternate
I Chronicles,26,27,spoils...,Heb. battles and spoils,literal
I Chronicles,26,30,officers...,Heb. over the charge,literal
I Chronicles,26,32,affairs,Heb. thing,literal
I Chronicles,27,4,Dodai,"also called, Dodo",alternate
I Chronicles,27,5,chief...,"or, principal officer",alternate
I Chronicles,27,15,Heldai,"also called, Heled",alternate
I Chronicles,27,18,Elihu,"also called, Eliab",alternate
I Chronicles,27,24,was,Heb. ascended,literal
I Chronicles,27,27,over the increase...,Heb. over that which was of the vineyards,literal
I Chronicles,27,32,scribe,"or, secretary",alternate
I Chronicles,27,32,son...,"or, Hachmonite",alternate
I Chronicles,28,1,possession,"or, cattle",alternate
I Chronicles,28,1,and of...,"or, and his sons",alternate
I Chronicles,28,1,officers,"or, eunuchs",alternate
I Chronicles,28,3,blood,Heb. bloods,literal
I Chronicles,28,7,constant,Heb. strong,literal
I Chronicles,28,12,of all that...,Heb. of all that was with him,literal
I Chronicles,29,5,consecrate his service,Heb. fill his hand,literal
I Chronicles,29,14,be able,"Heb. retain, or, obtain strength",mixed
I Chronicles,29,14,of thine...,Heb. of thine hand,literal
I Chronicles,29,15,abiding,Heb. expectation,literal
I Chronicles,29,17,present,Heb. found,literal
I Chronicles,29,18,prepare,"or, stablish",alternate
I Chronicles,29,24,submitted...,Heb. gave the hand under Solomon,literal
I Chronicles,29,29,book,"or, history: Heb. words",mixed
II Chronicles,1,5,he put,"or, was there",alternate
II Chronicles,1,9,like...,Heb. much as the dust of the earth,literal
II Chronicles,1,15,made,Heb. gave,literal
II Chronicles,1,16,Solomon...,Heb. the going forth of the horses which was Solomon’s,literal
II Chronicles,1,17,means,Heb. hand,literal
II Chronicles,2,3,Huram,"or, Hiram",alternate
II Chronicles,2,4,sweet...,Heb. incense of spices,literal
II Chronicles,2,6,is able,"Heb. hath retained, or, obtained strength",mixed
II Chronicles,2,7,to grave,Heb. to grave gravings,literal
II Chronicles,2,8,algum,"also called, almuggim",alternate
II Chronicles,2,9,wonderful...,Heb. great and wonderful,literal
II Chronicles,2,12,endued...,Heb. knowing prudence and understanding,literal
II Chronicles,2,16,as much...,Heb. according to all thy need,literal
II Chronicles,2,16,Joppa,Heb. Japho,literal
II Chronicles,2,17,the strangers,Heb. the men the strangers,literal
II Chronicles,3,1,where...,"or, which was seen of David his father",alternate
II Chronicles,3,1,Ornan,"also called, Araunah",alternate
II Chronicles,3,3,instructed,Heb. founded,literal
II Chronicles,3,6,garnished,Heb. covered,literal
II Chronicles,3,10,image...,"or, (as some think) of moveable work",alternate
II Chronicles,3,13,inward,"or, toward the house",alternate
II Chronicles,3,14,wrought,Heb. caused to ascend,literal
II Chronicles,3,15,high,Heb. long,literal
II Chronicles,3,17,Jachin,"that is, He shall establish",alternate
II Chronicles,3,17,Boaz,"that is, In it is strength",alternate
II Chronicles,4,2,from...,Heb. from his brim to his brim,literal
II Chronicles,4,5,with flowers...,"or, like a lilyflower",alternate
II Chronicles,4,6,such...,Heb. the work of burnt offering,literal
II Chronicles,4,8,basons,"or, bowls",alternate
II Chronicles,4,11,basons,"or, bowls",alternate
II Chronicles,4,11,finished,Heb. finished to make,literal
II Chronicles,4,13,upon,Heb. upon the face of,literal
II Chronicles,4,14,lavers,"or, caldrons",alternate
II Chronicles,4,16,bright,"Heb. made bright, or, scoured",mixed
II Chronicles,4,17,clay...,Heb. thicknesses of the ground,literal
II Chronicles,4,21,perfect...,Heb. perfections of gold,literal
II Chronicles,4,22,basons,"or, bowls",alternate
II Chronicles,5,9,there...,"or, they are there",alternate
II Chronicles,5,10,when the <divineName>Lord</divineName>,"or, where, etc",alternate
II Chronicles,5,11,present,Heb. found,literal
II Chronicles,6,13,long...,"Heb. the length thereof, etc",literal
II Chronicles,6,16,There...,Heb. There shall not a man be cut off,literal
II Chronicles,6,20,toward...,"or, in this place",alternate
II Chronicles,6,21,make,Heb. pray,literal
II Chronicles,6,21,toward...,"or, in this place",alternate
II Chronicles,6,22,and an oath...,Heb. and he require an oath of him,literal
II Chronicles,6,24,be put...,"or, be smitten",alternate
II Chronicles,6,24,in,"or, toward",alternate
II Chronicles,6,26,toward...,"or, in this place",alternate
II Chronicles,6,28,in the cities...,Heb. in the land of their gates,literal
II Chronicles,6,29,in,"or, toward",alternate
II Chronicles,6,29,toward...,"or, in this place",alternate
II Chronicles,6,31,so long...,Heb. all the days which,literal
II Chronicles,6,31,in the land,Heb. upon the face of the land,literal
II Chronicles,6,32,toward...,"or, in this place",alternate
II Chronicles,6,33,this...,Heb. thy name is called upon this house,literal
II Chronicles,6,35,cause,"or, right",alternate
II Chronicles,6,36,they carry them away captives,Heb. they that take them captives carry them away,literal
II Chronicles,6,37,bethink...,Heb. bring back to their heart,literal
II Chronicles,6,39,cause,"or, right",alternate
II Chronicles,6,40,unto...,Heb. to the prayer of this place,literal
II Chronicles,7,6,by their...,Heb. by their hand,literal
II Chronicles,7,9,a solemn...,Heb. a restraint,literal
II Chronicles,7,14,which...,Heb. upon whom my name is called,literal
II Chronicles,7,15,unto...,Heb. to the prayer of this place,literal
II Chronicles,7,18,There...,Heb. There shall not be cut off to thee,literal
II Chronicles,8,6,all that...,Heb. all the desire of Solomon which he desired to build,literal
II Chronicles,8,11,holy,Heb. holiness,literal
II Chronicles,8,14,so had David...,Heb. so was the commandment of David the man of God,literal
