Book,Chapter,Verse,CatchWord,NoteText,NoteType
II Chronicles,8,17,Eloth,"also called, Elath",alternate
II Chronicles,9,4,cupbearers,"or, butlers",alternate
II Chronicles,9,5,report,Heb. word,literal
II Chronicles,9,5,acts,"or, sayings",alternate
II Chronicles,9,10,algum...,"also called, almug trees",alternate
II Chronicles,9,11,terraces,"or, stairs: Heb. highways",mixed
II Chronicles,9,14,governors,"or, captains",alternate
II Chronicles,9,18,stays,Heb. hands,literal
II Chronicles,9,20,pure,Heb. shut up,literal
II Chronicles,9,20,none were of silver,"or, there was no silver in them",alternate
II Chronicles,9,21,ivory,"or, elephants’ teeth",alternate
II Chronicles,9,26,river,"that is, Euphrates",alternate
II Chronicles,9,27,made silver,Heb. gave silver,literal
II Chronicles,9,29,book,Heb. words,literal
II Chronicles,10,11,my father put,Heb. my father laded,literal
II Chronicles,10,18,made speed,Heb. strengthened himself,literal
II Chronicles,11,13,resorted...,Heb. presented themselves to him,literal
II Chronicles,11,20,Maachah,she is also called Michaiah the daughter of Uriel,alternate
II Chronicles,11,23,many wives,Heb. a multitude of wives,literal
II Chronicles,12,7,some,"or, a little while",alternate
II Chronicles,12,12,and also...,"or, and yet in Judah there were good things",alternate
II Chronicles,12,14,prepared,"or, fixed",alternate
II Chronicles,12,15,book,Heb. words,literal
II Chronicles,12,16,Abijah,"also called, Abijam",alternate
II Chronicles,13,3,Abijah set,Heb. Abijah bound together,literal
II Chronicles,13,9,to consecrate...,Heb. to fill his hand,literal
II Chronicles,14,3,images,Heb. statues,literal
II Chronicles,14,5,images,Heb. sun images,literal
II Chronicles,14,11,man,"or, mortal man",alternate
II Chronicles,14,13,destroyed,Heb. broken,literal
II Chronicles,15,2,to meet...,Heb. before Asa,literal
II Chronicles,15,6,destroyed,Heb. beaten in pieces,literal
II Chronicles,15,8,abominable...,Heb. abominations,literal
II Chronicles,15,11,the same...,Heb. in that day,literal
II Chronicles,15,16,mother,"that is, grandmother",alternate
II Chronicles,15,16,idol,Heb. horror,literal
II Chronicles,16,2,Damascus,Heb. Darmesek,literal
II Chronicles,16,4,his,Heb. which were his,literal
II Chronicles,16,8,a huge,Heb. in abundance,literal
II Chronicles,16,9,to shew...,"or, strongly to hold with them, etc",alternate
II Chronicles,16,10,oppressed,Heb. crushed,literal
II Chronicles,16,14,had made,Heb. had digged,literal
II Chronicles,17,3,of...,"or, of his father, and of David",alternate
II Chronicles,17,5,brought,Heb. gave,literal
II Chronicles,17,6,was...,"that is, was encouraged",alternate
II Chronicles,17,10,fell,Heb. was,literal
II Chronicles,17,12,castles,"or, palaces",alternate
II Chronicles,17,15,next...,Heb. at his hand,literal
II Chronicles,18,2,after...,Heb. at the end of years,literal
II Chronicles,18,6,besides,"Heb. yet, or, more",mixed
II Chronicles,18,8,officers,"or, eunuchs",alternate
II Chronicles,18,8,Fetch...,Heb. Hasten,literal
II Chronicles,18,9,void...,"or, floor",alternate
II Chronicles,18,10,they...,Heb. thou consume them,literal
II Chronicles,18,12,with...,Heb. with one mouth,literal
II Chronicles,18,17,but evil,"or, but for evil",alternate
II Chronicles,18,24,into...,"or, from chamber to chamber: Heb. a chamber in a chamber",mixed
II Chronicles,18,32,from...,Heb. from after him,literal
II Chronicles,18,33,at a venture,Heb. in his simplicity,literal
II Chronicles,18,33,between...,Heb. between the joints and between the breastplate,literal
II Chronicles,18,33,wounded,Heb. made sick,literal
II Chronicles,19,4,he went...,Heb. he returned and went out,literal
II Chronicles,19,6,in...,Heb. in the matter of judgment,literal
II Chronicles,19,11,Deal...,Heb. Take courage and do,literal
II Chronicles,20,3,himself,Heb. his face,literal
II Chronicles,20,7,who,Heb. thou,literal
II Chronicles,20,16,cliff,Heb. ascent,literal
II Chronicles,20,16,brook,"or, valley",alternate
II Chronicles,20,21,that...,Heb. praisers,literal
II Chronicles,20,22,And when...,"Heb. And in the time that they, etc",literal
II Chronicles,20,22,to sing...,Heb. in singing and praise,literal
II Chronicles,20,22,they were...,"or, they smote one another",alternate
II Chronicles,20,23,to destroy,Heb. for the destruction,literal
II Chronicles,20,24,none...,Heb. there was not an escaping,literal
II Chronicles,20,26,Berachah,"that is, blessing",alternate
II Chronicles,20,27,forefront,Heb. head,literal
II Chronicles,20,34,book of Jehu,"Heb. words, etc",literal
II Chronicles,20,34,is mentioned,Heb. was made to ascend,literal
II Chronicles,21,7,light,"Heb. lamp, or, candle",mixed
II Chronicles,21,8,dominion,Heb. hand,literal
II Chronicles,21,14,a great...,Heb. a great stroke,literal
II Chronicles,21,17,carried...,Heb. carried captive,literal
II Chronicles,21,17,Jehoahaz,"also called, Ahaziah, or, Azariah",alternate
II Chronicles,21,20,without...,Heb. without desire,literal
II Chronicles,22,6,which...,Heb. wherewith they wounded him,literal
II Chronicles,22,6,Azariah,"also called, Ahaziah, or, Jehoahaz",alternate
II Chronicles,22,7,destruction,Heb. treading down,literal
II Chronicles,22,11,Jehoshabeath,"also called, Jehosheba",alternate
II Chronicles,23,4,doors,Heb. thresholds,literal
II Chronicles,23,10,side,Heb. shoulder,literal
II Chronicles,23,10,temple,Heb. house,literal
II Chronicles,23,11,God...,Heb. Let the king live,literal
II Chronicles,23,13,Treason,Heb. Conspiracy,literal
II Chronicles,23,18,as it was...,Heb. by the hands of David,literal
II Chronicles,24,4,to repair,Heb. to renew,literal
II Chronicles,24,9,a proclamation,Heb. a voice,literal
II Chronicles,24,13,the work...,Heb. the healing went up upon the work,literal
II Chronicles,24,14,to offer...,"or, pestils",alternate
II Chronicles,24,20,came...,Heb. clothed,literal
II Chronicles,24,23,at the...,Heb. in the revolution of the year,literal
II Chronicles,24,23,Damascus,Heb. Darmesek,literal
II Chronicles,24,26,Zabad,"or, Jozacher",alternate
II Chronicles,24,26,Shimrith,"or, Shomer",alternate
II Chronicles,24,27,repairing,Heb. founding,literal
II Chronicles,24,27,story,"or, commentary",alternate
II Chronicles,25,3,established...,Heb. confirmed upon him,literal
II Chronicles,25,9,army,Heb. band,literal
II Chronicles,25,10,home again,Heb. to their place,literal
II Chronicles,25,10,in great...,Heb. in heat of anger,literal
II Chronicles,25,13,the soldiers...,Heb. the sons of the band,literal
II Chronicles,25,16,determined,Heb. counselled,literal
II Chronicles,25,18,thistle,"or, furze bush, or, thorn",alternate
II Chronicles,25,18,a wild...,Heb. a beast of the field,literal
II Chronicles,25,22,put...,Heb. smitten,literal
II Chronicles,25,23,the corner...,Heb. the gate of it that looketh,literal
II Chronicles,25,27,from...,Heb. from after,literal
II Chronicles,25,27,made...,Heb. conspired a conspiracy,literal
II Chronicles,25,28,Judah,"that is, the city of David",alternate
II Chronicles,26,1,Uzziah,"or, Azariah",alternate
II Chronicles,26,5,in the visions...,Heb. in the seeing of God,literal
II Chronicles,26,6,about...,"or, in the country of Ashdod",alternate
II Chronicles,26,8,spread...,Heb. went,literal
II Chronicles,26,9,fortified,"or, repaired",alternate
II Chronicles,26,10,digged...,"or, cut out many cisterns",alternate
II Chronicles,26,10,Carmel,"or, fruitful fields",alternate
II Chronicles,26,10,husbandry,Heb. ground,literal
II Chronicles,26,13,an army,Heb. the power of an army,literal
II Chronicles,26,14,slings...,Heb. stones of slings,literal
II Chronicles,26,15,spread,Heb. went forth,literal
II Chronicles,26,21,several,Heb. free,literal
II Chronicles,27,3,Ophel,"or, the tower",alternate
II Chronicles,27,5,So...,Heb. This,literal
II Chronicles,27,6,prepared,"or, established",alternate
II Chronicles,28,3,burnt...,"or, offered sacrifice",alternate
II Chronicles,28,5,Damascus,Heb. Darmesek,literal
II Chronicles,28,6,valiant...,Heb. sons of valour,literal
II Chronicles,28,7,next...,Heb. the second to the king,literal
II Chronicles,28,17,captives,Heb. a captivity,literal
II Chronicles,28,23,Damascus,Heb. Darmesek,literal
II Chronicles,28,25,to burn,"or, to offer",alternate
II Chronicles,29,6,turned their...,Heb. given the neck,literal
II Chronicles,29,8,trouble,Heb. commotion,literal
II Chronicles,29,11,be not...,"or, be not now deceived",alternate
II Chronicles,29,11,burn...,"or, offer sacrifice",alternate
II Chronicles,29,15,by the words...,"or, in the business of the <divineName>Lord</divineName>",alternate
II Chronicles,29,23,forth,Heb. near,literal
II Chronicles,29,25,commandment of the <divineName>Lord</divineName>,Heb. commandment by the hand of the <divineName>Lord</divineName>,literal
II Chronicles,29,25,by,Heb. by the hand of,literal
II Chronicles,29,27,when,Heb. in the time,literal
II Chronicles,29,27,the instruments,Heb. hands of instruments,literal
II Chronicles,29,28,singers,Heb. song,literal
II Chronicles,29,29,present,Heb. found,literal
II Chronicles,29,31,consecrated...,"or, filled your hand",alternate
II Chronicles,29,34,did help...,Heb. strengthened them,literal
II Chronicles,30,4,pleased...,Heb. was right in the eyes of the king,literal
II Chronicles,30,6,from,Heb. from the hand,literal
II Chronicles,30,8,be ye...,Heb. harden not your necks,literal
II Chronicles,30,8,yield...,Heb. give the hand,literal
II Chronicles,30,16,their place,Heb. their standing,literal
II Chronicles,30,21,present,Heb. found,literal
II Chronicles,30,21,loud...,Heb. instruments of strength,literal
II Chronicles,30,22,comfortably...,Heb. to the heart of all,literal
II Chronicles,30,24,did give,"Heb. lifted up, or, offered",mixed
II Chronicles,30,24,gave,"Heb. lifted up, or, offered",mixed
II Chronicles,30,27,his holy...,Heb. the habitation of his holiness,literal
II Chronicles,31,1,present,Heb. found,literal
II Chronicles,31,1,images,Heb. statues,literal
II Chronicles,31,1,until...,Heb. until to make an end,literal
II Chronicles,31,5,came...,Heb. brake forth,literal
II Chronicles,31,5,honey,"or, dates",alternate
II Chronicles,31,6,by heaps,"Heb. heaps, heaps",literal
II Chronicles,31,11,chambers,"or, storehouses",alternate
II Chronicles,31,13,under...,Heb. at the hand,literal
II Chronicles,31,15,next...,Heb. at his hand,literal
II Chronicles,31,15,set...,"or, trust",alternate
II Chronicles,31,18,set...,"or, trust",alternate
II Chronicles,32,1,to win...,Heb. to break them up,literal
II Chronicles,32,2,he was...,Heb. his face was to war,literal
II Chronicles,32,4,ran,Heb. overflowed,literal
II Chronicles,32,5,darts,"or, swords, or, weapons",alternate
II Chronicles,32,6,spake...,Heb. he spoke to their heart,literal
II Chronicles,32,8,rested...,Heb. leaned,literal
II Chronicles,32,9,power,Heb. dominion,literal
II Chronicles,32,10,siege,"or, strong hold",alternate
II Chronicles,32,21,slew...,Heb. made him fall,literal
II Chronicles,32,23,presents,Heb. precious things,literal
II Chronicles,32,24,gave...,"or, wrought a miracle for him",alternate
II Chronicles,32,26,pride,Heb. lifting up,literal
II Chronicles,32,27,pleasant...,Heb. instruments of desire,literal
II Chronicles,32,31,ambassadors,Heb. interpreters,literal
II Chronicles,32,32,goodness,Heb. kindnesses,literal
II Chronicles,32,33,chiefest,"or, highest",alternate
II Chronicles,33,3,he built...,Heb. he returned and built,literal
II Chronicles,33,11,of the king,Heb. which were the king’s,literal
II Chronicles,33,11,fetters,"or, chains",alternate
II Chronicles,33,14,Ophel,"or, the tower",alternate
II Chronicles,33,19,the seers,"or, Hosai",alternate
II Chronicles,33,23,trespassed more and more,Heb. multiplied trespass,literal
II Chronicles,34,4,the images,"or, the sun images",alternate
II Chronicles,34,4,graves,Heb. face of the graves,literal
II Chronicles,34,6,mattocks,"or, mauls",alternate
II Chronicles,34,7,into...,Heb. to make powder,literal
II Chronicles,34,11,to floor,"or, to rafter",alternate
II Chronicles,34,14,by,Heb. by the hand of,literal
II Chronicles,34,16,to thy...,"Heb. to the hand of, etc",literal
II Chronicles,34,17,gathered together,"Heb. poured out, or, melted",mixed
II Chronicles,34,18,it,Heb. in it,literal
II Chronicles,34,20,Abdon,"or, Achbor",alternate
II Chronicles,34,22,Hasrah,"also called, Harhas",alternate
II Chronicles,34,22,wardrobe,Heb. garments,literal
II Chronicles,34,22,in the college,"or, in the school, or, in the second part",alternate
II Chronicles,34,30,great...,Heb. from great even to small,literal
II Chronicles,34,32,present,Heb. found,literal
II Chronicles,34,33,present,Heb. found,literal
II Chronicles,34,33,from...,Heb. from after,literal
II Chronicles,35,5,the families of the fathers,Heb. the house of the fathers,literal
II Chronicles,35,5,the people,Heb. the sons of the people,literal
II Chronicles,35,7,gave,Heb. offered,literal
II Chronicles,35,8,gave willingly,"Heb. offered, etc",literal
II Chronicles,35,9,gave,Heb. offered,literal
II Chronicles,35,13,divided...,Heb. made them run,literal
II Chronicles,35,15,place,Heb. station,literal
II Chronicles,35,17,present,Heb. found,literal
II Chronicles,35,18,present,Heb. found,literal
II Chronicles,35,20,temple,Heb. house,literal
II Chronicles,35,21,the house...,Heb. the house of my war,literal
II Chronicles,35,23,wounded,Heb. made sick,literal
II Chronicles,35,24,in one...,"or, among the sepulchres",alternate
II Chronicles,35,26,goodness,Heb. kindnesses,literal
II Chronicles,36,3,put...,Heb. removed him,literal
II Chronicles,36,6,fetters,"or, chains",alternate
II Chronicles,36,8,Jehoiachin,"also called, Jeconiah, or, Coniah",alternate
II Chronicles,36,10,when...,Heb. at the return of the year,literal
II Chronicles,36,10,goodly...,Heb. vessels of desire,literal
II Chronicles,36,10,Zedekiah...,"or, Mattaniah, his father’s brother",alternate
II Chronicles,36,15,by,Heb. by the hand of,literal
II Chronicles,36,15,betimes,"that is, continually and carefully",alternate
II Chronicles,36,16,remedy,Heb. healing,literal
II Chronicles,36,20,them...,Heb. the remainder from the sword,literal
Ezra,1,1,made...,Heb. caused a voice to pass,literal
Ezra,1,4,help...,Heb. lift him up,literal
Ezra,1,6,strengthened...,"that is, helped them",alternate
Ezra,1,11,the captivity,Heb. the transportation,literal
Ezra,2,2,Seraiah,"also called, Azariah",alternate
Ezra,2,2,Reelaiah,"or, Raamiah",alternate
Ezra,2,2,Mispar,"or, Mispereth",alternate
Ezra,2,2,Rehum,"or, Nehum",alternate
Ezra,2,10,Bani,"also called, Binnui",alternate
Ezra,2,18,Jorah,"also called, Hariph",alternate
Ezra,2,20,Gibbar,"also called, Gibeon",alternate
Ezra,2,24,Azmaveth,"also called, Beth–azmaveth",alternate
Ezra,2,33,Hadid,"or, Harid, as it is in some copies",alternate
Ezra,2,40,Hodaviah,"also called, Judah or Hodevah",alternate
Ezra,2,44,Siaha,"also called, Sia",alternate
Ezra,2,46,Shalmai,"also called, Shamlai",alternate
Ezra,2,50,Nephusim,"also called, Nephishesim",alternate
Ezra,2,52,Bazluth,"also called, Bazlith",alternate
Ezra,2,55,Peruda,"also called, Perida",alternate
Ezra,2,57,Ami,"also called, Amon",alternate
Ezra,2,59,Addan,"also called, Addon",alternate
Ezra,2,59,seed,"or, pedigree",alternate
Ezra,2,62,were they...,Heb. they were polluted from the priesthood,literal
Ezra,2,63,Tirshatha,"or, governor",alternate
Ezra,3,2,Jeshua,"also called, Joshua",alternate
Ezra,3,2,Zerubbabel,Gr. Zorobabel,alternate
Ezra,3,2,Shealtiel,Gr. Salathiel,alternate
Ezra,3,4,as the duty...,Heb. the matter of the day in his day,literal
Ezra,3,6,the foundation...,Heb. the temple of the <divineName>Lord</divineName> was not yet founded,literal
Ezra,3,7,carpenters,"or, workmen",alternate
Ezra,3,9,Judah,"also called, Hodaviah",alternate
Ezra,3,9,together,Heb. as one,literal
Ezra,4,1,the children...,Heb. the sons of the transportation,literal
Ezra,4,6,Ahasuerus,Heb. Ahashverosh,literal
Ezra,4,7,Bishlam,"or, in peace",alternate
Ezra,4,7,companions,Heb. societies,literal
Ezra,4,8,scribe,"or, secretary",alternate
Ezra,4,9,companions,"Chaldee, societies",literal
Ezra,4,10,at such...,"Chaldee, Cheeneth",literal
Ezra,4,12,set up,"or, finished",alternate
Ezra,4,12,joined,"Chaldee, sewed together",literal
Ezra,4,13,pay,"Chaldee, give",literal
Ezra,4,13,revenue,"or, strength",alternate
Ezra,4,14,we have...,"Chaldee, we are salted with the salt of the palace",literal
Ezra,4,15,moved,"Chaldee, made",literal
Ezra,4,15,within...,"Chaldee, in the midst thereof",literal
Ezra,4,17,companions,"Chaldee, societies",literal
Ezra,4,19,I commanded,"Chaldee, by me a decree is set",literal
Ezra,4,19,made insurrection,"Chaldee, lifted up itself",literal
Ezra,4,21,Give...,"Chaldee, Make a decree",literal
Ezra,4,23,by force...,"Chaldee, by arm and power",literal
Ezra,5,4,make,"Chaldee, build",literal
Ezra,5,7,wherein,"Chaldee, in the midst whereof",literal
Ezra,5,8,great...,"Chaldee, stones of rolling",literal
Ezra,5,14,governor,"or, deputy",alternate
Ezra,6,1,rolls,"Chaldee, books",literal
Ezra,6,1,laid up,"Chaldee, made to descend",literal
Ezra,6,2,Achmetha,"or, Ecbatana, or, in a coffer",alternate
Ezra,6,5,brought again,"Chaldee, go",literal
Ezra,6,6,your...,"Chaldee, their societies",literal
Ezra,6,8,I make...,"Chaldee, by me a decree is made",literal
